project,label,file_id,file_name,case_id,submitter_id
TCGA-BRCA,normal,1320db11-22a5-417f-8ec7-65c0bf4681a2,9926a02f-9fa7-42c9-bfa1-e6ec45018fed.rna_seq.augmented_star_gene_counts.tsv,93ed6066-b567-4e1c-ab81-23370f9d3452,TCGA-BH-A0AY
TCGA-BRCA,normal,dafb2454-1ea7-4cb6-8b3b-2b5b6f19aa89,75525261-bd54-4e19-9f86-ab7b9cea3388.rna_seq.augmented_star_gene_counts.tsv,606fbc6a-b41b-441d-9401-51e54912bf5e,TCGA-BH-A0E1
TCGA-BRCA,normal,63adf5e2-d5cb-4937-a0ee-f2914e130b25,86931155-2879-41e4-8fa2-1f24826d8768.rna_seq.augmented_star_gene_counts.tsv,994ca1f5-ad10-44ec-aa21-71fc2940653b,TCGA-E9-A1N9
TCGA-BRCA,normal,8849e5bf-ff35-4cbf-972c-01fb92201a73,feb7140e-d822-4462-8dfa-7a63805ac740.rna_seq.augmented_star_gene_counts.tsv,ddcbdac6-9e43-4146-a611-d033125eba14,TCGA-BH-A208
TCGA-BRCA,normal,7000e222-556a-4548-9542-9337ba70f79c,5d282b59-c7dc-4f08-ad05-b5eae4bd8e94.rna_seq.augmented_star_gene_counts.tsv,7bcf6d42-eb8f-4aa2-825b-38671d4f9e3a,TCGA-BH-A0C3
TCGA-BRCA,normal,0e89f9f0-419f-46e7-981d-781a1302e4be,98f19a00-fd01-46b1-a75d-f66522ebde2d.rna_seq.augmented_star_gene_counts.tsv,433427a1-bacf-4381-91ba-5fec8a0953f9,TCGA-BH-A18S
TCGA-BRCA,normal,cbfb8ffe-ae83-4a16-aaa6-f21ea893cb8d,b1f7e629-7a99-4b1f-85e4-bafb87724aea.rna_seq.augmented_star_gene_counts.tsv,4510295e-8aa7-4ef1-b2b7-91cc902f8200,TCGA-BH-A1EO
TCGA-BRCA,normal,cf0ca663-a857-4aea-ab72-b0d4373b2456,4abd29b3-0a83-41d3-a741-bcc5b6d2f98a.rna_seq.augmented_star_gene_counts.tsv,a851ca14-7bbf-455b-a054-ec03979a4247,TCGA-BH-A0DQ
TCGA-BRCA,normal,b9a1e2f1-e5c4-4855-9720-4c168474dd26,5028f9f0-d9ff-4439-9084-fee423ad4ca7.rna_seq.augmented_star_gene_counts.tsv,ba39bfbc-5cac-4f6c-b55c-4eee3466ee93,TCGA-BH-A0DL
TCGA-BRCA,normal,8ebe0bf6-11fa-418d-918c-5c73f0e7e9ac,466a4121-0583-47ee-9d54-1f1c2d47e381.rna_seq.augmented_star_gene_counts.tsv,417dea5f-f68e-4dab-940e-43ae8c67e5e6,TCGA-BH-A1EV
TCGA-BRCA,normal,247f1d7d-fc33-4f35-aca7-60aa1c9631ad,ba42632e-b94c-4620-adcf-a0585652860f.rna_seq.augmented_star_gene_counts.tsv,f954de05-1b44-4087-8933-6cc72d81028d,TCGA-E9-A1N5
TCGA-BRCA,normal,a930c017-565f-49ad-893a-37cc394c269d,cc502455-f72f-491d-9486-a344e169dcfc.rna_seq.augmented_star_gene_counts.tsv,bf3b1481-ae31-4406-b084-b6cc1d7163e3,TCGA-BH-A1FR
TCGA-BRCA,normal,165fe176-2dea-489f-92d6-34b0c6848312,16e1fcb7-863d-40c1-b2d6-365d519148f6.rna_seq.augmented_star_gene_counts.tsv,49dc3e68-6206-4f16-969f-a758cc7be8ed,TCGA-BH-A0BA
TCGA-BRCA,normal,ab3475d0-e057-4512-8c01-a5383359a1ad,d81b8303-62b4-46ba-9370-8c6a92cfa4fb.rna_seq.augmented_star_gene_counts.tsv,cab38ea8-4555-413c-b81e-4621aac4ef85,TCGA-BH-A0H5
TCGA-BRCA,normal,1ce0d66a-176d-4d8a-b1c4-64d847e299be,ed108cc1-3b34-4ee5-b029-48b80ccaae19.rna_seq.augmented_star_gene_counts.tsv,7eb18190-5a41-4637-9783-f81bbde499e4,TCGA-BH-A1FM
TCGA-BRCA,normal,392edd04-fdec-4eb7-ba2e-cef02519c219,3daeb643-20a6-4273-b1fc-eed2a3bb5a18.rna_seq.augmented_star_gene_counts.tsv,5cdae21d-eee5-478f-932a-0f51fcf5f031,TCGA-E9-A1RC
TCGA-BRCA,normal,90116c25-271c-4be2-b20f-295448e6e421,8b9d534c-0d48-4d88-bbb2-a866d7e73a55.rna_seq.augmented_star_gene_counts.tsv,491b6364-1223-474f-816f-e248c8c841e2,TCGA-BH-A0DH
TCGA-BRCA,normal,b70b68a1-28c4-4ed3-a04c-b622e583f10b,d6cc88bd-b0ba-4606-955d-2dc32e6d2d97.rna_seq.augmented_star_gene_counts.tsv,478eb8aa-50b8-4ce5-98e4-d518ede4b174,TCGA-BH-A0DZ
TCGA-BRCA,normal,447e3faf-a5f2-4739-b2aa-c907f33b634a,4f3fa7c5-fe72-4b99-8a4f-9f487efc1ef1.rna_seq.augmented_star_gene_counts.tsv,94b95984-b2fb-4e42-8887-45e7086c3179,TCGA-E9-A1RB
TCGA-BRCA,normal,739fe30a-4fae-4f4d-a360-3ab300a4848a,52064107-3c37-45b1-aa6b-a14a98352f9d.rna_seq.augmented_star_gene_counts.tsv,96b9c7db-1be1-4b60-b47c-26b654c3d64c,TCGA-BH-A0DV
TCGA-BRCA,normal,4376b78e-bfec-4142-8407-b967883d7b6b,eba8b055-6de2-48e7-bed8-40de705ad1d1.rna_seq.augmented_star_gene_counts.tsv,5fe3c51f-65e2-4da6-8924-a6fae17c022d,TCGA-E9-A1RD
TCGA-BRCA,normal,958813f4-8036-42f7-856d-7a69c4175adc,269c35f0-a4f7-4e30-a69f-f1f3b7b5dace.rna_seq.augmented_star_gene_counts.tsv,408cb583-6dc3-4698-8bd2-e284042bd5ef,TCGA-E9-A1RH
TCGA-BRCA,normal,248ac510-a5af-4608-9cdc-5c8673633b82,d23ff3bc-5524-4dca-b0f4-a1561a30566c.rna_seq.augmented_star_gene_counts.tsv,b97bf89a-7a85-4eef-ae7e-f787aead1f0a,TCGA-BH-A1FC
TCGA-BRCA,normal,38854c85-fc09-4a51-93a7-257762517583,c058aa43-349b-4f45-8217-6b193bf7c610.rna_seq.augmented_star_gene_counts.tsv,8986a141-eae7-4157-b695-02cc6fc3b071,TCGA-BH-A1ET
TCGA-BRCA,normal,86b7ddd7-1c59-4937-99ec-b30fa9b4f0bd,a622a28b-a3ac-495b-b696-2a11e0e0e2ad.rna_seq.augmented_star_gene_counts.tsv,05135396-df5c-49db-b34e-f4add5b65a2b,TCGA-BH-A204
TCGA-BRCA,normal,ad8be67e-a885-4d33-8776-fa0a5f9863d1,570b216f-f99d-4be8-b179-48c8d30c6c06.rna_seq.augmented_star_gene_counts.tsv,21ef1730-e5a7-47ce-b419-d000bb59ae15,TCGA-BH-A1F0
TCGA-BRCA,normal,a9f49b86-3801-420d-915c-0e09a15c6e59,1b87d18e-4b47-47d0-a6de-1bb9eedb04c9.rna_seq.augmented_star_gene_counts.tsv,d6f911b5-e895-43f8-8f86-0ac2f1bc6fae,TCGA-BH-A0BJ
TCGA-BRCA,normal,18b0bd2d-505f-4ecb-9bea-b52e6a74cebd,678aa892-0631-47cc-b19e-cdcef42cecb3.rna_seq.augmented_star_gene_counts.tsv,d8ecba6a-9fff-4993-a799-9a8d2aea524e,TCGA-E2-A1LH
TCGA-BRCA,normal,e914127b-20a0-4ef1-a614-06b697da648c,526d20dd-9df1-44c4-ab04-82109fafd3a3.rna_seq.augmented_star_gene_counts.tsv,02bbb632-0f7f-439d-b8f0-c86a06237424,TCGA-AC-A2FB
TCGA-BRCA,normal,4c2bb8e3-2527-466b-a3bb-0f36c3b2a3e7,2d1e176a-adc9-4d8a-92cf-5cba5ab8e486.rna_seq.augmented_star_gene_counts.tsv,2cf68894-168b-458b-af4f-53cad72989a8,TCGA-A7-A13F
TCGA-BRCA,normal,ea1fadc2-1cdc-4658-9619-eeb26ae09da8,9ee600fe-20c7-4b1f-b08f-15d3d38a5c52.rna_seq.augmented_star_gene_counts.tsv,2021ed1f-dc75-4701-b8b8-1386466e4802,TCGA-BH-A0H7
TCGA-BRCA,normal,21f16535-a7bb-4bbd-affe-bff937467374,930d7c02-c230-4d19-9247-74fb0e02d524.rna_seq.augmented_star_gene_counts.tsv,20e8106b-1290-4735-abe4-7621e08e3dc8,TCGA-BH-A0E0
TCGA-BRCA,normal,b88daf3f-645d-4d11-a2be-2295e186747f,98b5b7d9-7f5d-48e0-ad50-7b22f379fef6.rna_seq.augmented_star_gene_counts.tsv,233b02f3-c4f0-4a67-9db5-e68d5cdaccb6,TCGA-BH-A18U
TCGA-BRCA,normal,4cce67eb-0cb7-4c8f-a81e-0e521c2b0168,05f4836a-8db8-4dbc-a996-090887bf8a64.rna_seq.augmented_star_gene_counts.tsv,518f231c-f5f9-4a39-a97b-7fd5666d3e50,TCGA-BH-A0AZ
TCGA-BRCA,normal,baec6a46-7c48-41ed-a8a9-eef52d32cba3,eb17c782-c3a1-458d-8e2d-cadb58c7655a.rna_seq.augmented_star_gene_counts.tsv,17baef7c-d97d-4b98-ab53-503ef856523d,TCGA-A7-A0D9
TCGA-BRCA,normal,76cff555-d8a3-46d1-ac93-12d856adb445,dbd18198-74a5-410d-bf38-08a0ca2fb207.rna_seq.augmented_star_gene_counts.tsv,17c1d42c-cb84-4655-a4cd-b54bae17ecaf,TCGA-E2-A15K
TCGA-BRCA,normal,87d5686a-5d57-4ce2-b06a-dee5c2926ebf,d920c232-82ae-48f9-98d1-b94bf4a45d8d.rna_seq.augmented_star_gene_counts.tsv,18eb4dfc-556f-4bf3-a411-4780209ed1e0,TCGA-BH-A0B3
TCGA-BRCA,normal,5e789924-9d98-4765-a348-90a27349d906,d83bb114-c175-4fd5-aac0-5dc04b9218b0.rna_seq.augmented_star_gene_counts.tsv,9f6be944-83de-42ab-8738-f0022f475e61,TCGA-GI-A2C9
TCGA-BRCA,normal,8a84b9a5-d453-416b-b481-f15402c2eb54,8c0d18d4-98f5-4a66-b62e-7cede666c49f.rna_seq.augmented_star_gene_counts.tsv,a1093598-d3a8-4ffe-83fc-bc7d1faff7e5,TCGA-BH-A1EU
TCGA-BRCA,normal,207ea988-6795-460c-bfeb-382d8c758f31,2c555b4c-f219-40f9-95a4-bf96122b9c1c.rna_seq.augmented_star_gene_counts.tsv,659b0170-e914-45ff-aa55-fcb8d3dc7b8a,TCGA-E9-A1NG
TCGA-BRCA,normal,4df2233b-3bbc-4d20-9abc-2a09b3f37383,eb0f8bc7-5f47-4174-8e85-678bd011bc3c.rna_seq.augmented_star_gene_counts.tsv,d3d4d709-ab34-4617-aa8c-51a3d0a3efe6,TCGA-BH-A0DO
TCGA-BRCA,normal,c6a4afd8-8044-475f-b4fd-a1b4cb922976,58bcabc9-6f6b-43c0-bf40-fa9396c6c9d7.rna_seq.augmented_star_gene_counts.tsv,d8492ebd-3d94-4a4b-8de7-386526691cc2,TCGA-E2-A1BC
TCGA-BRCA,normal,c9230a1c-9844-43ef-a2c3-95ea6061000b,2a612640-5c9e-42b2-ac52-02a44b46d429.rna_seq.augmented_star_gene_counts.tsv,dba9beec-5e51-48c0-9229-0ee286a02a1a,TCGA-BH-A0DD
TCGA-BRCA,normal,3071e512-94ea-4820-9573-668235188e34,da549530-7ba5-4302-acd2-40a766860216.rna_seq.augmented_star_gene_counts.tsv,214a4507-d974-4b3e-8525-7408fccc6a0f,TCGA-BH-A0B7
TCGA-BRCA,normal,da84f488-af86-4472-bf87-063a9137e1db,8aed99b7-de49-4e7e-8fb3-17d897c03e00.rna_seq.augmented_star_gene_counts.tsv,a32cb96a-78bf-456e-a6ab-2d47b2c67ad4,TCGA-BH-A0BT
TCGA-BRCA,normal,a37587aa-2e1f-42f5-a691-c4a41ae79ea9,922ac2aa-8619-47ef-99d8-160e19861f57.rna_seq.augmented_star_gene_counts.tsv,50619f8c-10aa-464a-a227-90a7aa6ffd43,TCGA-BH-A18K
TCGA-BRCA,normal,9985bb0b-d1cc-455b-80d9-f8007669cd5c,b3435d9e-fb7f-4748-9a0b-2b532875c87e.rna_seq.augmented_star_gene_counts.tsv,1783cac1-253a-40af-a9ac-48dfb20e1ab8,TCGA-BH-A1FH
TCGA-BRCA,normal,fd94a0ed-37d8-49a5-af96-e2160a9e6096,f8cfabf6-dc25-4141-be6c-817dd439a74b.rna_seq.augmented_star_gene_counts.tsv,557cb0a3-6f1b-4faf-8296-0a15c24158f9,TCGA-BH-A18P
TCGA-BRCA,normal,336f0e3e-878e-4ee8-b2aa-cc536f3432f3,0a950719-ca7a-4dbf-8755-262cabf3d4b7.rna_seq.augmented_star_gene_counts.tsv,db4bc6aa-2e7d-4bcb-8519-a455f624d33b,TCGA-BH-A18Q
TCGA-BRCA,normal,f24d6e88-634e-4d86-b993-76a40f1190d0,f201e2e9-dfb0-4a53-bd68-56f4e87604d3.rna_seq.augmented_star_gene_counts.tsv,360d1d6d-cf3e-4c78-b36f-ef5e3160aa6b,TCGA-BH-A0AU
TCGA-BRCA,normal,f11c5295-697a-46f7-91fe-b760dc9f1029,e619b307-4391-48ab-9282-7f22b14f5afe.rna_seq.augmented_star_gene_counts.tsv,327a2395-85c8-42e1-9638-8e037a1723ed,TCGA-BH-A0BC
TCGA-BRCA,normal,75182885-7501-49b1-bb0d-8a88da1080a3,0965a7ff-1a9f-4cc6-a822-970390b2de58.rna_seq.augmented_star_gene_counts.tsv,24334ac1-28a3-4b61-b590-3f51e375b247,TCGA-BH-A0HK
TCGA-BRCA,normal,d7a48283-c113-4745-be6b-553966e6b457,151af32a-7367-4e35-a575-f6da31aa256a.rna_seq.augmented_star_gene_counts.tsv,f130f376-5801-40f9-975d-a7e2f7b5670d,TCGA-A7-A0DB
TCGA-BRCA,normal,bd239a8e-56e2-45ca-bc44-bff98b72c1d6,d28a7c02-2f33-46e2-bff9-5ed518ea6fb6.rna_seq.augmented_star_gene_counts.tsv,f6e1ec78-5ad9-4879-9b7e-262d17b166ad,TCGA-BH-A18R
TCGA-BRCA,normal,2bf56d2d-8c5e-4579-847b-03fd0ba46143,fb3713b9-fad5-4d66-b419-8f53530b14cd.rna_seq.augmented_star_gene_counts.tsv,f2bbfa9d-9a9d-4f46-9fde-378e4c44e2ad,TCGA-BH-A0DK
TCGA-BRCA,normal,c440cfb1-33ec-4be4-a4a4-4aea9a66d021,484b85c7-1102-4d34-89b8-8ce458b55d2b.rna_seq.augmented_star_gene_counts.tsv,a6edb6ca-ae9f-4da7-8ebe-92d83d2987fb,TCGA-E2-A158
TCGA-BRCA,normal,b9eb33d4-1017-42cf-b72c-f917de5425e7,8fe92722-33b4-421a-9229-7d82e8af0ce2.rna_seq.augmented_star_gene_counts.tsv,c694615c-b1c6-499c-8058-995633ebf948,TCGA-E9-A1RF
TCGA-BRCA,normal,699e47b8-5396-43eb-927d-8d05b0e79644,1dd6852b-2456-4576-9b22-f7604277c955.rna_seq.augmented_star_gene_counts.tsv,b3264748-947a-43aa-b227-b294fbcc8447,TCGA-BH-A203
TCGA-BRCA,normal,52151eca-7819-496e-bf31-4875b68d429d,34478743-530d-4d71-a124-90ad54ded5c1.rna_seq.augmented_star_gene_counts.tsv,b6b1dc9a-91f4-4b0a-afd5-62c9a90c0d5e,TCGA-AC-A2FM
TCGA-BRCA,normal,ddb8fb65-cf53-41a0-8acd-a538a8754fa5,69ef0b4d-aa36-46a4-9c7f-96711a51e461.rna_seq.augmented_star_gene_counts.tsv,f63722c1-a0bb-4bf9-8a10-1d76a8e1a0ba,TCGA-BH-A18M
TCGA-BRCA,normal,e84b9f1a-0def-425b-86c1-c143b27509b5,4497500a-5721-4d7a-8ed9-1ba7b42fb6ab.rna_seq.augmented_star_gene_counts.tsv,f6581eee-61b9-43d4-ab0d-ce5ce3ba1c74,TCGA-BH-A1FJ
TCGA-BRCA,normal,8b000fae-e6de-4038-8486-45316cae622d,7be7033e-db49-45cd-8ea5-827266707b1e.rna_seq.augmented_star_gene_counts.tsv,f06f09f3-8133-4a92-ac86-fbe64295e0d8,TCGA-E9-A1ND
TCGA-BRCA,normal,eddb2dc6-2b72-43a8-a7fc-3dd09dde68af,316d8a79-9084-4355-9de7-e29503bf0864.rna_seq.augmented_star_gene_counts.tsv,c348a9b3-c901-4384-a222-144387bac0c5,TCGA-BH-A1FU
TCGA-BRCA,normal,456bc30b-59f8-4427-b798-5b113ca635a0,653ddf67-d2ac-4fc7-8e95-b4a078e27806.rna_seq.augmented_star_gene_counts.tsv,cc074b7f-d3b2-4880-902e-bf10e667b665,TCGA-BH-A18J
TCGA-BRCA,normal,1479c033-ebe7-423d-8460-bbe84fd5ffb6,967fde0b-9c38-4c69-97f2-9640ebe1dc9a.rna_seq.augmented_star_gene_counts.tsv,0bc5744c-5fa3-45bb-87d0-70a02068b392,TCGA-BH-A0DG
TCGA-BRCA,normal,d5664879-53a0-490a-a3cb-47c551b6bf34,cf5fba05-4996-4f62-adcf-a2ee1f4c65d3.rna_seq.augmented_star_gene_counts.tsv,6dd0dd7b-62ff-4fd1-a99a-b265f1a91dca,TCGA-BH-A1FN
TCGA-BRCA,normal,808f4ac6-9bc9-402f-be36-b7ec8658c150,769dff27-1f9c-422d-8ba0-703136a9d5ca.rna_seq.augmented_star_gene_counts.tsv,2680da86-c977-4611-b75f-df015283c023,TCGA-E9-A1R7
TCGA-BRCA,normal,3aad7b0b-9f82-41d0-b3e5-5614afcac6a8,7aac48b4-dbb0-49a5-a3e0-04916a9270b8.rna_seq.augmented_star_gene_counts.tsv,e666081b-caaf-4e8b-9446-807be71201a5,TCGA-BH-A0HA
TCGA-BRCA,normal,65582670-1c71-4606-91b5-a886144fdfa6,5c4f28b0-b83c-4b52-8545-2f26c9d0734f.rna_seq.augmented_star_gene_counts.tsv,af577366-0258-49e7-b6af-e70056c081a4,TCGA-E9-A1NA
TCGA-BRCA,normal,9dc47384-64df-48c7-9d41-921d6021ef9c,8e6bbb91-f5de-4615-8a29-37c8f401dbe9.rna_seq.augmented_star_gene_counts.tsv,d3a75976-67d3-40fa-9f6f-cf2a3d7b773c,TCGA-BH-A0B8
TCGA-BRCA,normal,c32d5451-815d-4451-97b1-e61801574c22,dcd8e56d-d2a0-403b-89c9-351c7aae47ad.rna_seq.augmented_star_gene_counts.tsv,d4e7426c-9739-4585-9114-e564b13c7c02,TCGA-BH-A1FG
TCGA-BRCA,normal,d796de5e-4512-4b3a-93d4-2a006e79084f,da752364-731c-4e77-8d6e-9c91a5b7f68f.rna_seq.augmented_star_gene_counts.tsv,791c5768-f0f5-4ab6-86eb-998e5c4b49e3,TCGA-E2-A1L7
TCGA-BRCA,normal,15f0e499-8d53-4e97-a392-334875d25cf4,467bd108-f391-4dd1-92de-43879822400d.rna_seq.augmented_star_gene_counts.tsv,7875018b-91dc-4ab1-83b0-ee3883e2816e,TCGA-BH-A0C0
TCGA-BRCA,normal,573241d2-e298-426a-84a0-2c3889bae923,b1e03953-263f-4331-b386-487cdc897425.rna_seq.augmented_star_gene_counts.tsv,4a032bad-e726-48f2-8f39-e3acc109cc91,TCGA-BH-A0BZ
TCGA-BRCA,normal,2d148c3a-7bbd-414f-872e-dd916d0e3ccf,bd1f12ab-ee49-4e7e-aad4-14924c49d306.rna_seq.augmented_star_gene_counts.tsv,858652b8-c4c2-41d8-be32-fdc88e1a7bb0,TCGA-BH-A1EN
TCGA-BRCA,normal,90617797-d2c7-4c49-bffe-b2bea96a7cf1,cf7f5e39-f761-424f-9987-21b328afa0ae.rna_seq.augmented_star_gene_counts.tsv,6cd9baf5-bbe0-4c1e-a87f-c53b3af22890,TCGA-A7-A13G
TCGA-BRCA,normal,736fca14-66fb-481a-985e-7253f75243a8,217558e4-a5f5-4c72-91b7-b430a17f457a.rna_seq.augmented_star_gene_counts.tsv,2b22db1d-54a1-4b9e-a86e-a174cf51d95c,TCGA-BH-A0BS
TCGA-BRCA,normal,81138059-5789-4ea7-84e9-1490aa53a283,35ded490-54db-46b8-bc62-a5a9314cf0b2.rna_seq.augmented_star_gene_counts.tsv,0f64edec-0f1f-4025-8a53-75f9534f7828,TCGA-BH-A0H9
TCGA-BRCA,normal,68881256-49b8-4a19-87a9-afac4f1841d2,7b4b9d66-e494-48e8-949f-7cdb42e490f9.rna_seq.augmented_star_gene_counts.tsv,b3bb8fd6-ee54-4813-b042-2bbe70115382,TCGA-BH-A0BQ
TCGA-BRCA,normal,934935ae-037b-451d-a696-0679b07bd401,90388468-c622-4114-971e-ab178e487493.rna_seq.augmented_star_gene_counts.tsv,14267783-5624-4fe5-ba81-9d67f1017474,TCGA-BH-A0DP
TCGA-BRCA,normal,b01d7dfd-b577-48b8-8bf2-3c74bb617601,6732c6de-0725-4a08-a1d7-211338a4363c.rna_seq.augmented_star_gene_counts.tsv,9da462b0-93c2-4305-89f6-7199a30399a7,TCGA-BH-A0B5
TCGA-BRCA,normal,be386ce9-a12f-4c16-80ba-a5d47d5b374e,13daffbb-aa53-44f9-a6ed-5fd43ed37471.rna_seq.augmented_star_gene_counts.tsv,fa176764-a76f-44c7-b97a-cd6d21e052be,TCGA-E2-A1LB
